date,region,course,off,race_name,race_type,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2023-01-02,GB,Newcastle (AW),5:40,talkSPORT Powered By Fans Handicap,Flat,0-60,3yo,,5f,5f,1006,Standard To Slow,8,7,8,5,9,1,Seven Chakra (FR),3,F,125,,1:3.18,63.18,23.00,Sam James,Danny Brooke,,50,26,Birchwood (IRE),Histoire (IRE),Whipper,The Baron Knights,Prominent - ridden over 2f out - weakened over 1f out(op 28/1)
2023-01-04,GB,Newcastle (AW),1:20,Spreadex Sports Best Odds On Sunderland Novice Stakes,Flat,,4yo+,,1m,8f,1614,Standard To Slow,7,5,1,2,0,0,Notimeforanother (IRE),4,G,130,,1:49.28,109.28,101.00,Billy Garritty,Keith Dalgleish,4320,–,74,Time Test (GB),Lyric Art (USA),Red Ransom,The Gilberts Campbell,Midfield up the centre - nudged along and headway over 2f out - ridden and went second over 1f out - kept on final 110yds - led towards finish
2023-01-04,GB,Newcastle (AW),1:20,Spreadex Sports Best Odds On Sunderland Novice Stakes,Flat,,4yo+,,1m,8f,1614,Standard To Slow,7,6,2,7,0.3,0.3,Regal Rambler (IRE),4,G,130,,1:49.34,109.34,2.00,Kieran ONeill,Alice Haynes,2028,78,73,Dark Angel (IRE),Rural Celebration GB,Pastoral Pursuits,P Murphy And Partner,Took keen hold - prominent against near rail - pushed along 2f out - ridden over 1f out - led final 110yds - kept on but headed towards finish - just held(op 5/6)
2023-01-04,GB,Newcastle (AW),1:20,Spreadex Sports Best Odds On Sunderland Novice Stakes,Flat,,4yo+,,1m,8f,1614,Standard To Slow,7,4,3,3,0.5,0.1,First Dynasty (USA),4,G,130,,1:49.38,109.38,4.33,Dougie Costello,David Simcock,1014.40,–,73,American Pharoah (USA),Heavenly Thought (USA),War Front,Never Say Die Partnership,Led against near rail - pushed along 2f out - ridden over 1f out - headed final 110yds - kept on final 110yds - just held(op 4/1)
2023-01-04,GB,Newcastle (AW),1:20,Spreadex Sports Best Odds On Sunderland Novice Stakes,Flat,,4yo+,,1m,8f,1614,Standard To Slow,7,2,4,6,4,3.5,Delphi Dreamer (GB),4,G,130,,1:50.08,110.08,21.00,Cam Hardie,Mark Loughnane,507.20,–,65,Iffraaj (GB),Dixie Dreamer GB,Exceed And Excel,Promenade Bloodstock Limited,Held up in rear - switched left and headway 2f out - ridden and outpaced over 1f out - kept on final 110yds(op 22/1 tchd 16/1)
2023-01-04,GB,Newcastle (AW),1:20,Spreadex Sports Best Odds On Sunderland Novice Stakes,Flat,,4yo+,,1m,8f,1614,Standard To Slow,7,3,5,5,4.75,0.75,Endued (IRE),4,G,130,,1:50.23,110.23,6.00,Daniel Muscutt,James Fanshawe,,–,63,Footstepsinthesand (GB),Amethystos (IRE),Danehill Dancer,Ben Cm Wong,Sweating - midfield - pushed along 2f out - ridden over 1f out - weakened final 110yds(tchd 9/2)
2023-01-04,GB,Newcastle (AW),1:20,Spreadex Sports Best Odds On Sunderland Novice Stakes,Flat,,4yo+,,1m,8f,1614,Standard To Slow,7,7,6,1,7,2.25,Yakhabar (GB),4,G,130,,1:50.68,110.68,41.00,Jason Hart,Liam Bailey,,70,58,Ulysses (IRE),End Of An Era (IRE),Azamour,Foulrice Park Racing Limited,Prominent up the centre - pushed along 2f out - ridden and weakened over 1f out(op 66/1)
2023-01-04,GB,Newcastle (AW),1:20,Spreadex Sports Best Odds On Sunderland Novice Stakes,Flat,,4yo+,,1m,8f,1614,Standard To Slow,7,1,7,4,14,7,Punxsutawney Phil (IRE),6,G,137,,1:52.08,112.08,7.50,Ben Robinson,Brian Ellison,,–,49,Shirocco (GER),Chilly Filly (IRE),Montjeu,Dan Gilbert,Prominent up the centre - pushed along 3f out - ridden over 2f out - weakened over 1f out (trainer had no explanation for the poor form shown other than jockey's report that gelding was never travelling; vet said a post race examination failed to reveal any abnormalities)(op 11/2)
2023-01-04,GB,Newcastle (AW),2:20,talkSPORT Download The App Handicap,Flat,0-70,3yo,,6f,6f,1207,Standard To Slow,6,4,1,4,0,0,Dyed In The Wool (IRE),3,C,135,,1:19.61,79.61,5.50,Oisin Orr,Richard Fahey,4187.20,70,75,Showcasing (GB),Campion GB,Exceed And Excel,Peter Timmins,Took keen hold - midfield - going easily 2f out - pushed along and made strong challenge 1f out - ridden to lead final 110yds - readily(op 11/2)
2023-01-04,GB,Newcastle (AW),2:20,talkSPORT Download The App Handicap,Flat,0-70,3yo,,6f,6f,1207,Standard To Slow,6,5,2,2,1.25,1.25,Vampire Slayer (IRE),3,G,135,,1:19.86,79.86,21.00,Jason Hart,Daragh Bourke,1964.80,70,71,Camacho (GB),Bionic Buffy (IRE),Dark Angel,D F Bourke,Led - pushed along when 2 lengths ahead 2f out - ridden and faced strong challenge 1f out - headed final 110yds - no extra towards finish
2023-01-04,GB,Newcastle (AW),2:20,talkSPORT Download The App Handicap,Flat,0-70,3yo,,6f,6f,1207,Standard To Slow,6,2,3,7,1.5,0.2,Pocket The Packet (IRE),3,G,137,,1:19.95,79.95,1.73,Kevin Stott,George Boughey,981.60,72,72,Mayson (GB),Oakley Star GB,Multiplex,Ed Babington,Pulled hard - held up in rear - pushed along and some headway over 2f out - ridden over 1f out - kept on final 110yds - not pace to challenge(op 5/6)
2023-01-04,GB,Newcastle (AW),2:20,talkSPORT Download The App Handicap,Flat,0-70,3yo,,6f,6f,1207,Standard To Slow,6,7,4,3,1.75,0.2,Silverlode (IRE),3,G,123,,1:20.00,80.00,5.50,Cam Hardie,Brian Ellison,491.20,58,58,Gutaifan (IRE),Freedom Pass (USA),Gulch,The Artis Partnership,Took keen hold - prominent - pushed along 2f out - ridden over 1f out - kept on final 110yds(op 16/5)
2023-01-04,GB,Newcastle (AW),2:20,talkSPORT Download The App Handicap,Flat,0-70,3yo,,6f,6f,1207,Standard To Slow,6,1,5,5,3.5,1.75,Iatos Angel (IRE),3,F,137,,1:20.31,80.31,11.00,Callum Rodriguez,Keith Dalgleish,244.80,72,66,Footstepsinthesand (GB),Ziggys Secret GB,Sakhees Secret,Middleham Park Racing Xxxii Partner,Took keen hold - held up in rear - pushed along and some headway over 1f out - weakened inside final furlong(op 9/1 tchd 11/1)
2023-01-04,GB,Newcastle (AW),2:20,talkSPORT Download The App Handicap,Flat,0-70,3yo,,6f,6f,1207,Standard To Slow,6,3,6,1,8.25,4.75,Tantalus (IRE),3,G,135,,1:21.26,81.26,26.00,Harrison Shaw,Ben Haslam,,70,49,Kodiac (GB),Chatham Islands (USA),Elusive Quality,Daniel Shapiro David Clifford,Took keen hold - prominent - pushed along 2f out - ridden and weakened over 1f out(op 22/1)
2023-01-04,GB,Newcastle (AW),11:50,BetUK Over 40 000 Live Streamed Races Handicap,Flat,0-65,4yo+,,2m½f,16.5f,3270,Standard To Slow,8,5,1,6,0,0,Quercus Robur (GB),4,G,131,p,3:43.70,223.70,2.38,Kevin Stott,Adam Nicol,3402.10,61,75,Camelot (GB),Wood Fairy GB,Haafhd,Mrs Jayne Sivills,Held up in rear - smooth headway 3f out - went second 2f out - led going easily over 1f out - pushed along and quickened clear over 1f out - comfortably(op 6/4 tchd 5/4)
2023-01-04,GB,Newcastle (AW),11:50,BetUK Over 40 000 Live Streamed Races Handicap,Flat,0-65,4yo+,,2m½f,16.5f,3270,Standard To Slow,8,7,2,7,3.75,3.75,Smart Boyo (GB),5,G,123,b,3:44.45,224.45,5.00,Connor Beasley,Philip Kirby,1596.40,48,55,War Command (USA),Luluti (IRE),Kheleyf,Smartwater Utilities,Took keen hold - prominent - pushed along 3f out - ridden 2f out - kept on and went second final 110yds(op 6/1)
2023-01-04,GB,Newcastle (AW),11:50,BetUK Over 40 000 Live Streamed Races Handicap,Flat,0-65,4yo+,,2m½f,16.5f,3270,Standard To Slow,8,8,3,4,4,0.2,Misscarlett (IRE),9,M,121,p,3:44.54,224.54,126.00,Cam Hardie,Philip Kirby,797.55,46,53,Red Rocks (IRE),Coimbra (USA),Trempolino,Mrs J Porter,Midfield - pushed along and some headway 3f out - ridden 2f out - kept on inside final furlong(op 80/1)
2023-01-04,GB,Newcastle (AW),11:50,BetUK Over 40 000 Live Streamed Races Handicap,Flat,0-65,4yo+,,2m½f,16.5f,3270,Standard To Slow,8,6,4,8,8,4,Freewheelin (GB),5,G,126,,3:45.30,225.30,9.00,Graham Lee,Tom Tate,399.10,51,53,Poets Voice (GB),Certral GB,Iffraaj,T T Racing,Led - increased tempo 4f out - pushed along and 2 lengths ahead 3f out - ridden and faced challenge 2f out - headed over 1f out - weakened final 110yds(op 9/1)
2023-01-04,GB,Newcastle (AW),11:50,BetUK Over 40 000 Live Streamed Races Handicap,Flat,0-65,4yo+,,2m½f,16.5f,3270,Standard To Slow,8,2,5,1,8.25,0.3,Kittens Dream (GB),6,G,138,b,3:45.35,225.35,17.00,Dale Swift,Scott Dixon,198.90,63,65,Kittens Joy (USA),Strathnaver GB,Oasis Dream,Mcsharry Southwell Racing Club,Took keen hold - held up in last - ridden 3f out - outpaced over 2f out - stayed on inside final furlong
2023-01-04,GB,Newcastle (AW),11:50,BetUK Over 40 000 Live Streamed Races Handicap,Flat,0-65,4yo+,,2m½f,16.5f,3270,Standard To Slow,8,3,6,5,9.5,1.25,Shadowfax (GB),4,G,136,,3:45.60,225.60,11.00,Alistair Rawlinson,Michael Appleby,,66,67,Galileo (IRE),Golden Valentine (FR),Dalakhani,The Fellowship Of The Ring,Took keen hold - raced in second - pushed along 4f out - ridden 3f out - weakened from 2f out (jockey said gelding hung left-handed in the home straight)(op 5/1)
2023-01-04,GB,Newcastle (AW),11:50,BetUK Over 40 000 Live Streamed Races Handicap,Flat,0-65,4yo+,,2m½f,16.5f,3270,Standard To Slow,8,1,7,2,31.5,22,The Dancing Poet (GB),7,G,142,p,3:50.00,230.00,4.50,Ben Robinson,Brian Ellison,,67,43,Poets Voice (GB),Caldy Dancer (IRE),Soviet Star,Spring Cottage Syndicate,Midfield - pushed along 3f out - ridden and no impression from over 2f out (trainer had no explanation for the poor form shown other than gelding weakened quickly inside the final 2f; vet said a post race examination failed to reveal any abnormalities)(op 10/3 tchd 4/1)
2023-01-04,GB,Newcastle (AW),11:50,BetUK Over 40 000 Live Streamed Races Handicap,Flat,0-65,4yo+,,2m½f,16.5f,3270,Standard To Slow,8,4,8,3,70.5,39,Billy Bathgate (GB),7,G,136,,3:57.80,237.80,26.00,Callum Rodriguez,Ewan Whillans,,61,–,New Approach (IRE),Bustling GB,Danehill,Mrs Elizabeth Ferguson,Took keen hold - prominent - ridden and lost position over 3f out - weakened quickly over 2f out - tailed off (jockey said gelding stopped quickly in the home straight)(tchd 28/1)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,8,1,8,0,0,Oscar Doodle (GB),4,G,128,p,2:48.51,168.51,3.00,Ben Robinson,Brian Ellison,3402.10,48,56,Outstrip (GB),Dusty Blue GB,Medicean,Miss Victoria Watt,Took keen hold - prominent - switched to near side 3f out - pushed along 2f out - ridden to lead over 1f out - faced challenge and hung left final 110yds - just did enough(op 15/8)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,6,2,2,0.1,0.1,Visitant (GB),10,G,131,p,2:48.53,168.53,5.00,Connor Beasley,David Thompson,1596.40,47,54,Pivotal (GB),Invitee GB,Medicean,David W Thompson,Slowly into stride - midfield - pushed along and good headway over 2f out - ridden and made challenge over 1f out - kept on and hung left final 110yds - just held(op 10/3)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,4,3,5,4.75,4.75,Strong Team (IRE),10,G,131,p,2:49.46,169.46,12.00,Paul Mulrennan,Chris Grant,797.55,46,46,Exceed And Excel (AUS),Star Blossom (USA),Good Reward,Chris Grant Racing Club,Raced in second - pushed along and switched to near side 3f out - ridden 2f out - every chance 1f out - weakened final 110yds(op 15/2)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,1,4,1,7.25,2.5,Burnage Boy (IRE),7,G,126,p,2:49.96,169.96,34.00,Aiden Brookes,Micky Hammond,399.10,46,42,Footstepsinthesand (GB),Speedi Mouse GB,Alhaarth,Jfw Properties Ltd,Took keen hold - led - switched right 3f out - pushed along over 2f out - ridden and headed over 1f out - weakened final 110yds(op 28/1)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,9,5,10,10.75,3.5,Samurai Sneddz (GB),4,G,128,b,2:50.66,170.66,5.00,Phil Dennis,Katie Scott,198.90,50,37,Highland Reel (IRE),Self Centred GB,Medicean,Paddock Panners And Katie Scott,Took keen hold - midfield - pushed along and switched to near side 3f out - ridden and outpaced 2f out - no impression over 1f out(op 9/2)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,3,6,3,12.25,1.5,Oot Ma Way (FR),5,M,131,,2:50.96,170.96,9.50,Andrew Mullen,Iain Jardine,,48,34,Power (GB),Olvia (IRE),Giants Causeway,Iain Jardine Racing Club,Prominent - pushed along 3f out - ridden and weakened gradually from over 2f out(op 10/1)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,10,7,6,13,0.75,Teescomponentstwo (GB),4,F,128,,2:51.11,171.11,81.00,Tom Eaves,David & Nicola Barron,,27,33,Scorpion (IRE),Hula Ballew GB,Weldnaas,Tees Components Ltd,Took keen hold - held up in rear - pushed along over 4f out - ridden and no impression when switched to near side over 3f out(op 66/1)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,2,8,4,13.25,0.05,Cease And Desist (IRE),5,G,131,,2:51.17,171.17,7.50,Jason Hart,Liam Bailey,,49,33,No Nay Never (USA),Mackenzies Friend GB,Selkirk,Oakfield Racing,Took keen hold - held up in rear - switched to near side and minor headway 3f out - ridden and no impression from 2f out(op 12/1 tchd 6/1)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,5,9,9,16.75,3.5,Vertice (IRE),6,M,131,,2:51.86,171.86,17.00,Graham Lee,David Thompson,,46,28,Toronado (IRE),Asima (IRE),Halling,Mick Martin Keith Boddy Son,Took keen hold - held up in rear - switched right 3f out - ridden and no impression from over 2f out(op 14/1 tchd 18/1)
2023-01-04,GB,Newcastle (AW),12:20,Top Odds Every Day With BetUK Classified Stakes,Flat,0-50,4yo+,,1m4½f,12.5f,2504,Standard To Slow,10,7,10,7,17.25,0.5,Lady Hamilton (IRE),4,F,128,t,2:51.96,171.96,126.00,Kieran ONeill,Wilf Storey,,47,27,Teofilo (IRE),Heartily (IRE),Dubawi,Exors Of The Late A Lister,Held up in rear - ridden and no impression from 3f out(op 66/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,5,1,1,0,0,Endofastorm (IRE),4,F,135,,1:44.88,104.88,126.00,Phil Dennis,David C Griffiths,3402.10,55,62,Galileo Gold (GB),Red Fuschia GB,Polish Precedent,Ontoawinner 2 Partners,Took keen hold - held up in last - nudged along 3f out - pushed along and switched right 2f out - ridden and headway over 1f out - kept on inside final 110yds - led final strides(op 100/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,3,2,12,0.2,0.2,Raiff (IRE),7,G,131,tp,1:44.92,104.92,34.00,Joe Williamson,Philip Kirby,1596.40,56,63,Shamardal (USA),Estiqaama (USA),Nayef,David Platt,Took keen hold - held up in rear - smooth headway 2f out - ridden and went second 1f out - led final 110yds - kept on but edged left and headed final strides(op 28/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,8,3,3,1.5,1.25,Velma (GB),6,M,133,,1:45.18,105.18,7.50,Jason Hart,Chris Fairhurst,797.55,53,57,Fast Company (IRE),Valoria GB,Hernando,Allan Davies,Held up in rear - headway 2f out - pushed along over 1f out - ridden inside final furlong - kept on and went third towards finish(op 6/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,9,4,13,2.75,1.25,Mintnthat (GB),4,G,133,v,1:45.43,105.43,34.00,Andrew Mullen,Iain Jardine,399.10,53,54,Lawman (FR),Dream Dancing (IRE),Dream Ahead,Iain Jardine Racing Club,Took keen hold - prominent - pushed along 2f out - ridden and led over 1f out - headed final 110yds - weakened towards finish(op 40/1 tchd 50/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,7,5,2,5.5,2.75,Going Underground (GB),6,G,134,b,1:45.98,105.98,4.00,Kevin Stott,Wilf Storey,198.90,54,49,Lope De Vega (IRE),Jam Jar GB,Duke Of Marmalade,H S Hutchinson And W Glass,Held up in rear - ridden and headway over 1f out - no extra final 110yds(op 11/4)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,14,6,10,6.75,1.25,Bobby Shaftoe (GB),5,G,127,b,1:46.23,106.23,23.00,Paul Mulrennan,Jim Goldie,,47,39,Mazameer (IRE),Sister Red (IRE),Diamond Green,James Callow J S Goldie,Midfield - pushed along and outpaced 2f out - ridden over 1f out - kept on final 110yds(op 28/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,1,7,11,7,0.2,Prince Hector (IRE),5,G,134,p,1:46.32,106.32,12.00,Paula Muir,Rebecca Menzies,,57,49,Camacho (GB),Arabian Pearl (IRE),Refuse To Bend,A Mccormack,Took keen hold - prominent - ridden and weakened from over 1f out(op 16/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,10,8,9,7,0.1,Capparis (GB),4,F,133,tp,1:46.30,106.30,4.50,Oisin Orr,Richard Fahey,,53,44,Iffraaj (GB),Karens Caper (USA),War Chant,Richard Fahey Ebor Racing Club Ltd,Took keen hold - prominent - went second 2f out - ridden and over 1f out - weakened final 110yds(tchd 4/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,11,9,7,8.25,1.25,We Still Believe (IRE),5,G,133,v,1:46.53,106.53,15.00,Tom Eaves,Ben Haslam,,53,41,Lawman (FR),Curious Lashes (IRE),Footstepsinthesand,Sam Farthing Linda Mcgarry Ken Nicol,Held up in rear - pushed along and switched left 2f out - ridden and no impression over 1f out(op 11/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,2,10,14,9.25,1,Vitesse Du Son (GB),6,G,136,p,1:46.73,106.73,17.00,Kieran ONeill,Alice Haynes,,56,42,Fast Company (IRE),Sister Guru GB,Ishiguru,Scuderia Di Vincitori And Partner,Took keen hold - prominent - pushed along and led 2f out - ridden and headed over 1f out - soon weakened(op 10/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,6,11,6,10.5,1.25,Exceedingly Sonic (GB),4,F,134,,1:46.98,106.98,17.00,Connor Beasley,Michael Dods,,54,37,Exceed And Excel (AUS),Modify GB,New Approach,Mrs F Denniff,Took keen hold - midfield - ridden and no impression from over 1f out(op 12/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,13,12,4,18.5,8,Laoch Gach La (GB),4,G,126,,1:48.58,108.58,34.00,Faye McManoman,Stella Barclay,,46,11,Lethal Force (IRE),Poetic Dancer GB,Byron,Robert Patrick Quinn,Took keen hold - prominent - pushed along over 2f out - ridden and weakened quickly over 1f out (jockey said gelding suffered interference inside the final 2f)(op 50/1)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,12,13,5,20.75,2.25,Stand Free (GB),6,M,127,h,1:49.03,109.03,41.00,Graham Lee,Suzzanne France,,47,7,Helmet (AUS),Ivory Silk GB,Diktat,Miss Kate Dobb Stuart Dobb,Took keen hold - led - pushed along over 2f out - headed 2f out - ridden and weakened quickly over 1f out (jockey said mare hung left-handed in the home straight)
2023-01-04,GB,Newcastle (AW),12:50,Spreadex Sports £300 Spread Betting Cashback Handicap,Flat,0-55,4yo+,,1m,8f,1614,Standard To Slow,14,4,F,8,-,-,Reclaim Victory (IRE),6,M,135,p,-,-,5.50,Ben Robinson,Brian Ellison,,55,–,Helmet (AUS),Doctors Note GB,Pursuit Of Love,Quickly Group Holdings Ltd Partner,Held up in rear - clipped heels and fell after 2f(tchd 4/1)
2023-01-04,GB,Newcastle (AW),1:50,Huge Daily Boosts Only At BetUK Classified Stakes,Flat,0-50,4yo+,,7f,7f,1421,Standard To Slow,14,5,1,8,0,0,Hardy (GB),5,G,125,,1:31.40,91.40,5.00,Oliver Stammers,Jessica Macey,3402.10,50,60,Heeraat (IRE),Miss Lesley GB,Needwood Blade,Wentdale Limited,Midfield - good headway 2f out - pushed along and led over 1f out - ridden and went clear final 110yds - readily(op 5/1)
2023-01-04,GB,Newcastle (AW),1:50,Huge Daily Boosts Only At BetUK Classified Stakes,Flat,0-50,4yo+,,7f,7f,1421,Standard To Slow,14,9,2,4,2.5,2.5,Mr Coco Bean (USA),9,G,128,p,1:31.90,91.90,11.00,James Sullivan,Helen Cuthbert,1596.40,47,53,Gio Ponti (USA),Ing Ing (FR),Bering,Miss Helen E Cuthbert,Took keen hold - held up in rear - headway 2f out - pushed along over 1f out - ridden and went second final 110yds - kept on(tchd 11/1)
